V, 0.466667,0.6,0.466667,0.466667,0.266667,0.2,0.8,0.133333,0.2,0.6,0.733333,0.533333,0.266667,0.8,0.0666667,0.466667
B, 0.333333,0.6,0.466667,0.466667,0.466667,0.533333,0.466667,0.333333,0.333333,0.6,0.4,0.4,0.2,0.6,0.4,0.6
V, 0.466667,0.533333,0.6,0.466667,0.666667,0.533333,0.466667,0.266667,0.333333,0.466667,0.4,0.533333,0.533333,0.666667,0.6,0.266667
V, 0.2,0.4,0.266667,0.266667,0.133333,0.533333,0.6,0.266667,0.133333,0.466667,0.8,0.533333,0.133333,0.666667,0,0.533333
V, 0.4,0.6,0.333333,0.333333,0.133333,0.533333,0.733333,0.266667,0.333333,0.466667,0.666667,0.333333,0.266667,0.666667,0.133333,0.4
B, 0.0666667,0.2,0.2,0.133333,0.133333,0.533333,0.466667,0.133333,0.333333,0.666667,0.333333,0.466667,0.133333,0.533333,0.2,0.6
B, 0.133333,0.0666667,0.2,0.133333,0.133333,0.533333,0.466667,0.333333,0.333333,0.466667,0.4,0.4,0.133333,0.533333,0.333333,0.6
V, 0.133333,0,0.2,0.0666667,0,0.466667,0.6,0.266667,0.133333,0.466667,0.866667,0.533333,0.133333,0.666667,0,0.533333
B, 0.2,0.333333,0.266667,0.266667,0.333333,0.466667,0.466667,0.333333,0.266667,0.466667,0.4,0.533333,0.4,0.6,0.4,0.6
V, 0.266667,0.4,0.266667,0.266667,0.133333,0.2,0.733333,0.266667,0.2,0.666667,0.733333,0.466667,0.133333,0.666667,0.0666667,0.533333
B, 0.4,0.666667,0.533333,0.466667,0.533333,0.533333,0.533333,0.266667,0.4,0.666667,0.4,0.4,0.333333,0.466667,0.466667,0.6
B, 0.266667,0.4,0.333333,0.266667,0.333333,0.533333,0.466667,0.266667,0.333333,0.466667,0.333333,0.466667,0.2,0.533333,0.4,0.533333
V, 0.2,0.266667,0.266667,0.2,0.0666667,0.266667,0.8,0.2,0.2,0.666667,0.733333,0.466667,0.133333,0.733333,0.0666667,0.533333
V, 0.133333,0.533333,0.266667,0.4,0.0666667,0.533333,0.533333,0.266667,0.133333,0.466667,0.866667,0.533333,0.2,0.666667,0,0.533333
B, 0.0666667,0.2,0.2,0.133333,0.133333,0.533333,0.533333,0.133333,0.333333,0.666667,0.4,0.4,0.133333,0.533333,0.266667,0.533333
B, 0.133333,0.0666667,0.2,0.0666667,0.133333,0.466667,0.466667,0.266667,0.333333,0.466667,0.4,0.4,0.0666667,0.533333,0.333333,0.6
B, 0.333333,0.666667,0.533333,0.533333,0.733333,0.533333,0.466667,0.333333,0.2,0.4,0.466667,0.466667,0.466667,0.666667,0.6,0.6
B, 0.2,0.466667,0.2,0.333333,0.266667,0.4,0.466667,0.466667,0.333333,0.466667,0.4,0.466667,0.133333,0.533333,0.466667,0.666667
V, 0.266667,0.466667,0.4,0.333333,0.266667,0.533333,0.733333,0.133333,0.133333,0.4,0.666667,0.533333,0.266667,0.666667,0.266667,0.6
V, 0.2,0.133333,0.333333,0.2,0.133333,0.466667,0.8,0.133333,0.2,0.466667,0.733333,0.6,0.133333,0.666667,0.0666667,0.533333
V, 0.133333,0.0666667,0.266667,0.0666667,0.0666667,0.466667,0.8,0.2,0.133333,0.4,0.733333,0.6,0.133333,0.733333,0,0.466667
B, 0.533333,0.933333,0.466667,0.533333,0.4,0.666667,0.466667,0.2,0.4,0.666667,0.266667,0.466667,0.4,0.4,0.466667,0.6
V, 0.266667,0.4,0.266667,0.266667,0.133333,0.2,0.733333,0.133333,0.2,0.6,0.666667,0.533333,0.133333,0.733333,0,0.533333
B, 0.533333,0.866667,0.533333,0.466667,0.466667,0.533333,0.533333,0.266667,0.333333,0.6,0.333333,0.466667,0.533333,0.266667,0.6,0.466667
V, 0.266667,0.666667,0.4,0.533333,0.266667,0.533333,0.733333,0.133333,0.2,0.266667,0.666667,0.6,0.2,0.733333,0.0666667,0.533333
B, 0.2,0.266667,0.333333,0.2,0.2,0.533333,0.466667,0.133333,0.4,0.733333,0.333333,0.466667,0.133333,0.533333,0.266667,0.6
B, 0.266667,0.6,0.266667,0.4,0.2,0.4,0.466667,0.6,0.466667,0.466667,0.4,0.466667,0.133333,0.533333,0.6,0.666667
B, 0.4,0.733333,0.4,0.533333,0.333333,0.4,0.4,0.6,0.466667,0.4,0.4,0.466667,0.133333,0.533333,0.666667,0.666667
B, 0.333333,0.533333,0.466667,0.4,0.466667,0.533333,0.466667,0.4,0.4,0.6,0.4,0.4,0.333333,0.666667,0.466667,0.6
B, 0.466667,0.733333,0.466667,0.4,0.333333,0.6,0.466667,0.2,0.333333,0.666667,0.333333,0.466667,0.4,0.466667,0.466667,0.533333
B, 0.2,0.266667,0.333333,0.2,0.2,0.533333,0.466667,0.2,0.333333,0.666667,0.333333,0.466667,0.133333,0.533333,0.266667,0.6
B, 0.333333,0.6,0.533333,0.533333,0.6,0.466667,0.533333,0.333333,0.266667,0.466667,0.4,0.533333,0.466667,0.6,0.533333,0.4
V, 0.266667,0.333333,0.333333,0.2,0.133333,0.266667,0.8,0.133333,0.2,0.6,0.733333,0.466667,0.266667,0.733333,0.0666667,0.466667
B, 0.4,0.8,0.4,0.466667,0.333333,0.6,0.466667,0.2,0.333333,0.6,0.333333,0.466667,0.4,0.466667,0.533333,0.6
B, 0.2,0.533333,0.333333,0.4,0.333333,0.6,0.466667,0.266667,0.333333,0.666667,0.333333,0.466667,0.133333,0.533333,0.333333,0.6
V, 0.333333,0.666667,0.466667,0.6,0.533333,0.466667,0.466667,0.4,0.266667,0.466667,0.4,0.533333,0.466667,0.666667,0.533333,0.733333
V, 0.266667,0.733333,0.4,0.533333,0.266667,0.533333,0.6,0.266667,0.0666667,0.4,0.8,0.533333,0.266667,0.6,0.133333,0.466667
V, 0.133333,0.266667,0.266667,0.133333,0.0666667,0.6,0.8,0.133333,0.2,0.333333,0.733333,0.6,0.133333,0.733333,0.0666667,0.533333
V, 0.333333,0.666667,0.333333,0.533333,0.2,0.2,0.733333,0.266667,0.266667,0.666667,0.733333,0.466667,0.2,0.666667,0.0666667,0.533333
B, 0.2,0.333333,0.333333,0.2,0.2,0.6,0.466667,0.2,0.4,0.666667,0.333333,0.4,0.133333,0.533333,0.333333,0.6
V, 0.4,0.733333,0.4,0.533333,0.266667,0.2,0.733333,0.0666667,0.133333,0.6,0.666667,0.533333,0.266667,0.733333,0.0666667,0.466667
B, 0.133333,0.2,0.266667,0.133333,0.133333,0.533333,0.466667,0.2,0.333333,0.666667,0.333333,0.466667,0.133333,0.533333,0.266667,0.6
V, 0.466667,0.8,0.333333,0.4,0.2,0.533333,0.666667,0.333333,0.333333,0.466667,0.666667,0.333333,0.333333,0.8,0.2,0.466667
V, 0.133333,0.133333,0.266667,0.2,0.133333,0.466667,0.8,0.133333,0.2,0.466667,0.733333,0.6,0.133333,0.666667,0.0666667,0.533333
V, 0.133333,0.266667,0.266667,0.2,0.0666667,0.466667,0.8,0.133333,0.133333,0.466667,0.733333,0.6,0.133333,0.666667,0.0666667,0.533333
B, 0.2,0.466667,0.2,0.333333,0.266667,0.4,0.466667,0.533333,0.333333,0.466667,0.4,0.466667,0.133333,0.533333,0.466667,0.666667
B, 0.333333,0.666667,0.4,0.533333,0.466667,0.6,0.533333,0.2,0.333333,0.466667,0.4,0.466667,0.466667,0.466667,0.4,0.6
B, 0.266667,0.333333,0.266667,0.2,0.266667,0.466667,0.466667,0.4,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.4,0.666667
V, 0.333333,0.6,0.333333,0.266667,0.2,0.666667,0.466667,0.266667,0.333333,0.466667,0.6,0.333333,0.266667,0.733333,0.133333,0.466667
V, 0.2,0.4,0.333333,0.266667,0.2,0.533333,0.733333,0.2,0.133333,0.333333,0.666667,0.6,0.2,0.666667,0.2,0.666667
B, 0.2,0.533333,0.266667,0.4,0.266667,0.466667,0.466667,0.466667,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.466667,0.6
V, 0.266667,0.4,0.266667,0.266667,0.133333,0.2,0.733333,0.266667,0.2,0.666667,0.8,0.466667,0.133333,0.666667,0.0666667,0.533333
V, 0.333333,0.466667,0.333333,0.333333,0.133333,0.2,0.733333,0.266667,0.2,0.666667,0.8,0.533333,0.133333,0.666667,0.0666667,0.533333
V, 0.266667,0.666667,0.4,0.466667,0.133333,0.6,0.533333,0.266667,0.2,0.4,0.933333,0.533333,0.2,0.666667,0,0.533333
B, 0.266667,0.6,0.266667,0.266667,0.266667,0.533333,0.466667,0.2,0.266667,0.6,0.4,0.533333,0.333333,0.466667,0.4,0.533333
V, 0.0666667,0,0.133333,0,0,0.533333,0.6,0.2,0.0666667,0.4,0.8,0.533333,0.133333,0.733333,0,0.533333
V, 0.133333,0.0666667,0.266667,0.0666667,0.0666667,0.6,0.8,0.133333,0.133333,0.333333,0.666667,0.6,0.133333,0.666667,0.0666667,0.533333
V, 0.333333,0.466667,0.333333,0.333333,0.133333,0.2,0.733333,0.266667,0.2,0.666667,0.8,0.466667,0.133333,0.666667,0.0666667,0.533333
V, 0.133333,0.466667,0.266667,0.333333,0.0666667,0.6,0.533333,0.266667,0.133333,0.4,0.866667,0.533333,0.2,0.666667,0,0.533333
B, 0.2,0.533333,0.2,0.4,0.266667,0.4,0.466667,0.533333,0.333333,0.466667,0.4,0.466667,0.133333,0.533333,0.466667,0.533333
V, 0.133333,0.533333,0.266667,0.4,0.0666667,0.533333,0.533333,0.266667,0.133333,0.466667,0.866667,0.533333,0.2,0.6,0,0.533333
V, 0.266667,0.466667,0.4,0.333333,0.4,0.533333,0.533333,0.266667,0.133333,0.533333,0.466667,0.533333,0.466667,0.733333,0.333333,0.533333
V, 0.533333,0.8,0.4,0.4,0.2,0.533333,0.733333,0.266667,0.333333,0.333333,0.666667,0.4,0.266667,0.666667,0.2,0.333333
B, 0.133333,0,0.133333,0.0666667,0.0666667,0.466667,0.533333,0.466667,0.333333,0.466667,0.333333,0.466667,0.0666667,0.533333,0.466667,0.533333
B, 0.2,0.266667,0.333333,0.2,0.2,0.533333,0.466667,0.2,0.333333,0.666667,0.333333,0.466667,0.133333,0.533333,0.266667,0.666667
V, 0.466667,0.6,0.6,0.533333,0.666667,0.466667,0.533333,0.333333,0.4,0.533333,0.4,0.533333,0.466667,0.466667,0.533333,0.533333
B, 0.2,0.533333,0.333333,0.4,0.266667,0.533333,0.466667,0.466667,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.533333,0.666667
B, 0.133333,0.4,0.2,0.266667,0.266667,0.4,0.4,0.466667,0.333333,0.4,0.4,0.466667,0.133333,0.6,0.466667,0.666667
B, 0.333333,0.266667,0.333333,0.4,0.266667,0.466667,0.6,0.6,0.533333,0.466667,0.333333,0.466667,0.133333,0.533333,0.6,0.6
B, 0.266667,0.133333,0.333333,0.266667,0.266667,0.533333,0.466667,0.4,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.466667,0.666667
V, 0.2,0.533333,0.333333,0.4,0.0666667,0.4,0.533333,0.266667,0.2,0.466667,0.933333,0.533333,0.2,0.666667,0,0.533333
V, 0.266667,0.466667,0.4,0.333333,0.466667,0.466667,0.533333,0.266667,0.0666667,0.533333,0.466667,0.533333,0.333333,0.666667,0.333333,0.533333
B, 0.2,0.333333,0.333333,0.2,0.2,0.533333,0.466667,0.133333,0.4,0.666667,0.333333,0.466667,0.133333,0.533333,0.266667,0.666667
B, 0.266667,0.733333,0.266667,0.533333,0.266667,0.4,0.466667,0.666667,0.466667,0.466667,0.4,0.466667,0.133333,0.533333,0.6,0.666667
V, 0.2,0.666667,0.333333,0.466667,0.133333,0.6,0.533333,0.266667,0.2,0.4,0.933333,0.533333,0.2,0.666667,0,0.533333
V, 0.4,0.733333,0.6,0.533333,0.666667,0.466667,0.333333,0.333333,0.2,0.533333,0.533333,0.6,0.6,0.6,0.4,0.533333
V, 0.2,0.533333,0.333333,0.4,0.0666667,0.6,0.533333,0.266667,0.2,0.4,0.933333,0.533333,0.2,0.6,0,0.533333
B, 0.2,0.333333,0.2,0.266667,0.2,0.466667,0.466667,0.333333,0.333333,0.4,0.4,0.4,0.133333,0.533333,0.4,0.666667
B, 0.333333,0.6,0.4,0.466667,0.333333,0.466667,0.6,0.6,0.533333,0.466667,0.333333,0.466667,0.133333,0.533333,0.6,0.666667
B, 0.133333,0.4,0.2,0.266667,0.133333,0.4,0.466667,0.6,0.4,0.466667,0.4,0.466667,0.133333,0.533333,0.533333,0.666667
V, 0.466667,0.666667,0.6,0.533333,0.4,0.4,0.8,0.133333,0.133333,0.466667,0.666667,0.533333,0.466667,0.666667,0.466667,0.533333
B, 0.266667,0.333333,0.333333,0.533333,0.266667,0.4,0.6,0.6,0.466667,0.533333,0.333333,0.4,0.133333,0.533333,0.6,0.666667
V, 0.133333,0.2,0.2,0.133333,0.0666667,0.266667,0.8,0.2,0.2,0.666667,0.733333,0.466667,0.133333,0.733333,0,0.533333
B, 0.266667,0.6,0.4,0.4,0.533333,0.6,0.4,0.266667,0.266667,0.466667,0.466667,0.533333,0.533333,0.533333,0.533333,0.466667
V, 0.4,0.6,0.533333,0.533333,0.6,0.533333,0.466667,0.333333,0.333333,0.466667,0.4,0.533333,0.533333,0.533333,0.666667,0.2
V, 0.2,0.2,0.266667,0.133333,0.0666667,0.266667,0.8,0.2,0.2,0.666667,0.733333,0.466667,0.133333,0.733333,0.0666667,0.466667
V, 0.466667,0.733333,0.4,0.4,0.2,0.6,0.533333,0.4,0.266667,0.466667,0.666667,0.466667,0.466667,0.8,0.2,0.533333
B, 0.533333,0.866667,0.466667,0.533333,0.466667,0.6,0.466667,0.266667,0.333333,0.6,0.333333,0.466667,0.466667,0.4,0.6,0.533333
V, 0.266667,0.466667,0.4,0.4,0.4,0.466667,0.533333,0.4,0.266667,0.466667,0.4,0.533333,0.4,0.6,0.466667,0.466667
V, 0.4,0.533333,0.4,0.4,0.133333,0.266667,0.8,0.266667,0.266667,0.666667,0.8,0.466667,0.2,0.6,0.0666667,0.533333
B, 0.333333,0.6,0.533333,0.533333,0.666667,0.466667,0.466667,0.333333,0.266667,0.466667,0.4,0.533333,0.466667,0.666667,0.6,0.333333
V, 0.266667,0.733333,0.333333,0.533333,0.2,0.333333,0.733333,0.2,0.266667,0.6,0.8,0.6,0.133333,0.666667,0.0666667,0.533333
B, 0.2,0.466667,0.266667,0.333333,0.333333,0.466667,0.466667,0.266667,0.4,0.4,0.4,0.4,0.133333,0.533333,0.333333,0.666667
B, 0.266667,0.533333,0.333333,0.4,0.4,0.533333,0.533333,0.4,0.4,0.466667,0.4,0.4,0.333333,0.533333,0.333333,0.666667
V, 0.2,0.266667,0.333333,0.4,0.0666667,0.6,0.533333,0.266667,0.2,0.4,0.933333,0.533333,0.2,0.666667,0,0.533333
V, 0.133333,0,0.2,0.0666667,0,0.466667,0.6,0.266667,0.133333,0.466667,0.866667,0.533333,0.133333,0.666667,0,0.533333
V, 0.4,0.466667,0.4,0.333333,0.133333,0.2,0.8,0.333333,0.266667,0.8,0.8,0.466667,0.2,0.666667,0.0666667,0.533333
V, 0.266667,0.533333,0.4,0.4,0.0666667,0.4,0.533333,0.333333,0.2,0.533333,0.933333,0.533333,0.2,0.6,0,0.533333
V, 0.266667,0.333333,0.333333,0.2,0.133333,0.266667,0.8,0.133333,0.2,0.6,0.733333,0.466667,0.266667,0.666667,0.0666667,0.466667
V, 0.266667,0.733333,0.4,0.533333,0.133333,0.466667,0.533333,0.266667,0.2,0.466667,0.933333,0.533333,0.2,0.6,0,0.533333
V, 0.266667,0.666667,0.4,0.533333,0.266667,0.4,0.733333,0.133333,0.2,0.466667,0.733333,0.6,0.133333,0.666667,0.0666667,0.6
B, 0.466667,0.8,0.4,0.4,0.4,0.533333,0.533333,0.266667,0.333333,0.6,0.4,0.466667,0.4,0.466667,0.533333,0.466667
V, 0.333333,0.4,0.466667,0.4,0.466667,0.466667,0.533333,0.4,0.333333,0.466667,0.4,0.466667,0.4,0.6,0.466667,0.666667
B, 0.266667,0.4,0.4,0.333333,0.4,0.533333,0.533333,0.333333,0.333333,0.466667,0.4,0.533333,0.4,0.533333,0.533333,0.2
V, 0.466667,0.666667,0.466667,0.533333,0.2,0.2,0.733333,0.266667,0.266667,0.666667,0.8,0.533333,0.2,0.666667,0.0666667,0.533333
B, 0.333333,0.6,0.466667,0.466667,0.333333,0.6,0.466667,0.266667,0.4,0.666667,0.333333,0.4,0.133333,0.533333,0.4,0.666667
V, 0.4,0.6,0.6,0.533333,0.666667,0.533333,0.466667,0.333333,0.333333,0.466667,0.4,0.533333,0.533333,0.6,0.6,0.2
V, 0.266667,0.466667,0.4,0.333333,0.4,0.533333,0.333333,0.266667,0.133333,0.466667,0.466667,0.533333,0.466667,0.533333,0.333333,0.533333
B, 0.133333,0.2,0.266667,0.133333,0.133333,0.533333,0.533333,0.2,0.333333,0.666667,0.333333,0.4,0.133333,0.533333,0.333333,0.6
B, 0.2,0.133333,0.266667,0.2,0.2,0.466667,0.466667,0.333333,0.4,0.4,0.4,0.4,0.133333,0.533333,0.466667,0.666667
V, 0.266667,0.466667,0.4,0.4,0.4,0.4,0.6,0.333333,0.4,0.533333,0.4,0.533333,0.4,0.6,0.466667,0.4
B, 0.266667,0.466667,0.333333,0.333333,0.266667,0.533333,0.4,0.466667,0.466667,0.4,0.466667,0.333333,0.133333,0.6,0.533333,0.6
V, 0.2,0.333333,0.266667,0.2,0.0666667,0.266667,0.8,0.266667,0.266667,0.733333,0.733333,0.466667,0.133333,0.733333,0.0666667,0.533333
B, 0.333333,0.466667,0.466667,0.333333,0.333333,0.533333,0.4,0.4,0.466667,0.6,0.466667,0.4,0.2,0.533333,0.533333,0.466667
V, 0.333333,0.666667,0.333333,0.533333,0.2,0.2,0.733333,0.2,0.266667,0.666667,0.8,0.533333,0.133333,0.666667,0.0666667,0.533333
V, 0.533333,0.666667,0.533333,0.533333,0.266667,0.133333,0.866667,0.333333,0.266667,0.733333,0.8,0.466667,0.2,0.6,0.133333,0.466667
B, 0.266667,0.6,0.333333,0.466667,0.4,0.466667,0.533333,0.6,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.533333,0.666667
B, 0.266667,0.466667,0.266667,0.333333,0.2,0.4,0.466667,0.6,0.466667,0.466667,0.4,0.466667,0.133333,0.533333,0.6,0.666667
V, 0.4,0.666667,0.533333,0.533333,0.4,0.533333,0.8,0.2,0.133333,0.4,0.666667,0.6,0.466667,0.733333,0.466667,0.533333
V, 0.0666667,0,0.133333,0,0,0.533333,0.6,0.2,0.133333,0.4,0.8,0.533333,0.133333,0.666667,0,0.533333
V, 0.533333,0.666667,0.466667,0.533333,0.333333,0.2,0.8,0.133333,0.2,0.6,0.733333,0.533333,0.466667,0.733333,0.133333,0.4
B, 0.2,0.266667,0.333333,0.2,0.2,0.466667,0.533333,0.2,0.333333,0.666667,0.4,0.4,0.133333,0.533333,0.333333,0.6
V, 0.2,0.6,0.333333,0.466667,0.2,0.533333,0.6,0.266667,0.0666667,0.4,0.8,0.533333,0.133333,0.666667,0,0.533333
V, 0.466667,0.6,0.4,0.333333,0.133333,0.533333,0.666667,0.266667,0.333333,0.533333,0.666667,0.333333,0.266667,0.8,0.2,0.533333
B, 0.133333,0.2,0.133333,0.133333,0.133333,0.466667,0.466667,0.333333,0.333333,0.466667,0.4,0.4,0.133333,0.533333,0.333333,0.6
V, 0.2,0.666667,0.333333,0.466667,0.266667,0.466667,0.733333,0.133333,0.2,0.333333,0.733333,0.6,0.133333,0.733333,0.0666667,0.533333
B, 0.333333,0.733333,0.533333,0.533333,0.666667,0.6,0.333333,0.333333,0.333333,0.466667,0.466667,0.466667,0.466667,0.6,0.533333,0.6
V, 0.133333,0.133333,0.266667,0.2,0.0666667,0.466667,0.8,0.133333,0.2,0.4,0.733333,0.6,0.133333,0.733333,0.0666667,0.533333
B, 0.2,0.4,0.333333,0.266667,0.4,0.533333,0.466667,0.266667,0.2,0.4,0.466667,0.533333,0.4,0.666667,0.466667,0.466667
V, 0.333333,0.333333,0.4,0.266667,0.133333,0.266667,0.8,0.2,0.2,0.666667,0.733333,0.466667,0.133333,0.666667,0.0666667,0.533333
V, 0.2,0.4,0.333333,0.266667,0.333333,0.533333,0.333333,0.333333,0.133333,0.466667,0.466667,0.466667,0.266667,0.6,0.266667,0.4
V, 0.2,0.466667,0.333333,0.333333,0.0666667,0.533333,0.533333,0.266667,0.133333,0.4,0.933333,0.533333,0.2,0.666667,0,0.533333
V, 0.333333,0.4,0.333333,0.266667,0.133333,0.2,0.8,0.2,0.2,0.666667,0.733333,0.466667,0.133333,0.733333,0.0666667,0.533333
V, 0.4,0.533333,0.4,0.4,0.2,0.2,0.8,0.2,0.2,0.6,0.733333,0.533333,0.2,0.733333,0.0666667,0.466667
B, 0.2,0.466667,0.333333,0.333333,0.333333,0.466667,0.533333,0.466667,0.4,0.466667,0.333333,0.466667,0.133333,0.466667,0.4,0.666667
B, 0.2,0.0666667,0.2,0.133333,0.2,0.466667,0.466667,0.333333,0.333333,0.466667,0.4,0.4,0.133333,0.533333,0.4,0.666667
B, 0.333333,0.6,0.466667,0.466667,0.466667,0.533333,0.533333,0.2,0.4,0.666667,0.333333,0.4,0.2,0.466667,0.4,0.533333
B, 0.133333,0.2,0.266667,0.133333,0.133333,0.466667,0.466667,0.2,0.333333,0.666667,0.4,0.4,0.133333,0.533333,0.333333,0.533333
V, 0.2,0.266667,0.333333,0.2,0.133333,0.533333,0.8,0.133333,0.2,0.4,0.733333,0.6,0.133333,0.666667,0.0666667,0.533333
V, 0.2,0.533333,0.333333,0.4,0.0666667,0.4,0.533333,0.266667,0.2,0.533333,0.866667,0.533333,0.2,0.666667,0,0.533333
B, 0.533333,0.8,0.4,0.4,0.266667,0.6,0.333333,0.266667,0.333333,0.666667,0.333333,0.6,0.333333,0.466667,0.466667,0.666667
V, 0.466667,0.866667,0.466667,0.466667,0.266667,0.533333,0.6,0.266667,0.266667,0.533333,0.533333,0.333333,0.4,0.933333,0.133333,0.533333
B, 0.2,0.466667,0.333333,0.333333,0.266667,0.6,0.533333,0.2,0.333333,0.6,0.333333,0.4,0.133333,0.533333,0.333333,0.6
V, 0.333333,0.666667,0.533333,0.466667,0.333333,0.466667,0.8,0.133333,0.2,0.333333,0.666667,0.6,0.266667,0.8,0.133333,0.466667
V, 0.2,0.333333,0.4,0.266667,0.133333,0.4,0.8,0.133333,0.2,0.533333,0.733333,0.533333,0.133333,0.666667,0.0666667,0.6
V, 0.266667,0.533333,0.4,0.4,0.2,0.4,0.8,0.133333,0.266667,0.4,0.733333,0.6,0.133333,0.666667,0.0666667,0.533333
V, 0.4,0.666667,0.4,0.466667,0.2,0.2,0.733333,0.2,0.266667,0.666667,0.8,0.533333,0.133333,0.666667,0.0666667,0.533333
V, 0.466667,0.6,0.466667,0.466667,0.2,0.2,0.733333,0.333333,0.333333,0.8,0.8,0.466667,0.2,0.666667,0.0666667,0.533333
B, 0.266667,0.6,0.333333,0.4,0.333333,0.466667,0.533333,0.466667,0.266667,0.466667,0.333333,0.4,0.266667,0.466667,0.4,0.4
B, 0.2,0.466667,0.333333,0.333333,0.2,0.6,0.466667,0.266667,0.4,0.666667,0.333333,0.4,0.133333,0.533333,0.4,0.6
B, 0.333333,0.733333,0.333333,0.533333,0.333333,0.466667,0.6,0.666667,0.466667,0.533333,0.333333,0.4,0.133333,0.533333,0.666667,0.733333
B, 0.266667,0.666667,0.333333,0.466667,0.466667,0.533333,0.533333,0.4,0.4,0.466667,0.4,0.4,0.4,0.533333,0.4,0.666667
V, 0.2,0.466667,0.333333,0.333333,0.133333,0.466667,0.8,0.2,0.266667,0.4,0.8,0.533333,0.133333,0.666667,0.0666667,0.533333
B, 0.266667,0.133333,0.333333,0.266667,0.266667,0.533333,0.466667,0.333333,0.4,0.4,0.333333,0.333333,0.133333,0.533333,0.466667,0.666667
